Ticker,Name,address,latitude,longitude,Price,Climate Chg Pol:Y,Equal Opp Pol:Y,Water Policy,Human Rights Pol:Y,Energy Effic Pol:Y,Bus Ethics Pol:Y,Biodiv Pol:Y,Registered State Location,Product/Geographic Revenue,Revenue T12M,ISIN,ICB Industry Name,ICB Sector Name,Registered Country Location,Total Water Withdrawal,Tot Wtr Use:Y,Tot Wtr Dschgd:Y,Wste Sent to Ldflls:Y,Waste Recycl:Y ,Total Waste:Y,Energy Consump:Y ,GHG Scope 3:Y,GHG Scope 2:Y,GHG Scope 1:Y
GIS UN Equity,General Mills Inc,"New York, New York",43.1561681,-75.8449946,63.12,1,1,1,1,1,1,1,0,0,16934000128,US3703341046,Consumer Goods,Food Producers,US,0,15800,,,,193,2894.47998,,681,
GLW UN Equity,Corning Inc,"Richfield, Minnesota",44.8766431,-93.2877877,20.66,1,1,0,0,1,1,0,0,0,9111000064,US2193501051,Technology,Technology Hardware & Equipment,US,0,,,,,,118,358000,908.8170166,50.88499832
GM UN Equity,General Motors Co,"Fort Worth, Texas",32.753177,-97.3327459,29.42,1,1,1,0,1,1,1,0,0,1.52E+11,US37045V1008,Consumer Goods,Automobiles & Parts,US,41983,60593.39844,45300,300,2040,2401,21382,5,5751.939941,41763
GOOG UW Equity,GameStop Corp,"Schaffhausen, Switzerland",36.1351245,-94.09296855,29.12,0,1,0,0,0,1,0,0,0,9363800064,US36467W1099,Consumer Services,General Retailers,US,0,,,,,,4402.839844,4600,,110.310997
GOOGL UW Equity,Alphabet Inc,"New York, New York",43.1561681,-75.8449946,740.28,0,1,1,0,1,1,0,0,0,74989000704,US02079K1079,Technology,Software & Computer Services,US,0,,,,,,4402.839844,,2198.820068,31.63100052
GPC UN Equity,Alphabet Inc,"Memphis, Tennessee",35.1490215,-90.0516285,760.12,0,1,1,0,1,1,0,0,0,74989000704,US02079K3059,Technology,Software & Computer Services,US,0,,,,,,,24.59499931,2198.820068,9479.999023
GPN UN Equity,Genuine Parts Co,"Sandy Springs, Georgia",33.9242688,-84.3785379,96.91,0,1,0,0,0,1,0,0,0,15280043776,US3724601055,Consumer Goods,Automobiles & Parts,US,0,,,,,,,,,21.79999924
GPS UN Equity,Gap Inc/The,"Peoria, Illinois",40.6938609,-89.5891008,27.68,1,1,1,1,1,1,0,0,0,15796999680,US3647601083,Consumer Services,General Retailers,US,0,1190,,,,,1168,125.5039978,468.5840149,990
GRMN UW Equity,Garmin Ltd,"Irvine, California",39.6482059,-104.9879641,39.57,0,1,0,0,0,1,0,0,0,2820272000,CH0114405324,Technology,Technology Hardware & Equipment,CH,0,,,,,,,,,
GS UN Equity,Goldman Sachs Group Inc/The,"San Diego, California",32.88101605,-117.2311636,150.41,1,1,0,1,1,1,0,0,0,39208001024,US38141G1040,Financials,Financial Services,US,1062.530029,1062.530029,,1.185299993,51.6637001,55.71500015,577.3950195,260.6659851,242.2279968,414.3909912
GT UW Equity,Goodyear Tire & Rubber Co/The,"Melbourne, Florida",28.0836269,-80.6081089,31.14,0,1,0,1,1,1,1,0,0,16443000064,US3825501014,Consumer Goods,Automobiles & Parts,US,0,,,0,,,,,,
GWW UN Equity,WW Grainger Inc,"Summit, New Jersey",40.7182356,-74.3592296,229.97,1,1,0,0,1,1,0,0,0,9973384192,US3848021040,Industrials,Support Services,US,0,637.1710205,,,,,,,,8.831000328
HAL UN Equity,Halliburton Co,"Houston, Texas",29.7589382,-95.3676974,36.25,0,1,0,1,1,1,0,0,0,23632999936,US4062161017,Oil & Gas,"Oil Equipment, Services & Distribution",US,0,2179000,,,,52.27999878,33579,132,317,982.3040161
HAR UN Equity,Harman International Industries Inc,"Denver, Colorado",39.7391536,-104.9847034,81.88,0,1,0,1,0,1,0,0,0,6545870976,US4130861093,Consumer Goods,Leisure Goods,US,0,227.0010071,,,8.090000153,9.647000313,110.7608032,40.94400024,47.1609993,4100
HAS UW Equity,Hasbro Inc,"Waltham, Massachusetts",42.3756401,-71.2358004,78.46,0,0,0,0,0,1,0,0,0,4447508992,US4180561072,Consumer Goods,Leisure Goods,US,0,51.48400116,,,6.402699947,7.982699871,62.96889877,,16.90399933,
HBAN UW Equity,Huntington Bancshares Inc/OH,"San Diego, California",32.88101605,-117.2311636,9.3,0,1,0,0,0,1,0,0,0,3153251008,US4461501045,Financials,Banks,US,0,,,,,,,,,
HBI UN Equity,Hanesbrands Inc,"Zurich, Switzerland",47.3685586,8.5404434,27.87,0,1,0,1,1,1,0,0,0,5731548928,US4103451021,Consumer Goods,Personal Goods,US,0,9596.459961,,,18.53989983,26.00270081,1058.400024,,,
HCA UN Equity,HCA Holdings Inc,"Dublin,âè_Ireland",53.3497645,-6.2602732,78.84,0,1,0,0,0,1,0,0,0,39678000128,US40412C1018,Health Care,Health Care Equipment & Services,US,0,,,,,,,,,
HCN UN Equity,Welltower Inc,"Raleigh, North Carolina",35.7804015,-78.6390779,68.77,0,1,0,0,1,1,0,0,0,3859827072,US95040Q1040,Financials,Real Estate Investment Trusts,US,0,1070.560059,,17.67900085,2.190000057,,301.8330078,,155.8869934,
HCP UN Equity,HCP Inc,"Houston, Texas",29.7589382,-95.3676974,34.04,1,1,0,1,1,1,0,0,0,2544312000,US40414L1098,Financials,Real Estate Investment Trusts,US,0,5605.680176,,18.80879974,3.77850008,34.34999847,868.8439941,637.5499878,254.3099976,271.3599854
HD UN Equity,Home Depot Inc/The,"Santa Clara, California",37.3541132,-121.9551744,133.87,0,1,0,0,1,1,0,0,0,88519002112,US4370761029,Consumer Services,General Retailers,US,0,,,,,,,,2249.709961,13.64599991
HES UN Equity,Hess Corp,"Norwood, Massachusetts",42.194543,-71.1994976,52.9,1,1,0,1,1,1,1,0,0,6636000000,US42809H1077,Oil & Gas,Oil & Gas Producers,US,0,10237.59961,6000,,76.2460022,189.3000031,9562.780273,,640,
HIG UN Equity,Hartford Financial Services Group Inc/Th,"Houston, Texas",45.0269101,-93.0877197,45.12,0,1,0,0,0,1,0,0,0,18376999936,US4165151048,Financials,Nonlife Insurance,US,0,4600.25,2005.000122,,1.70599997,,230.7050018,,51.26499939,
HOG UN Equity,Harley-Davidson Inc,"St Louis, Missouri",38.6272733,-90.1978889,44.5,1,1,0,0,1,1,0,0,0,5995401984,US4128221086,Consumer Goods,Automobiles & Parts,US,0,294.598999,,1.152099967,12.49400043,14.58399963,401.0716858,,128.9259949,
HOLX UW Equity,Hologic Inc,"Cayce, South Carolina",33.938553,-81.07166836,35.25,0,1,0,0,0,1,0,0,0,2747400064,US4364401012,Health Care,Health Care Equipment & Services,US,0,,,,,,,,,
HON UN Equity,Honeywell International Inc,"Glenview, Illinois",42.0700662,-87.8114044,111.67,0,1,0,1,1,1,1,0,0,38580999168,US4385161066,Industrials,General Industrials,US,0,,,,,,10800.29492,,1756.275146,
HOT UN Equity,Starwood Hotels & Resorts Worldwide Inc,"Juno Beach, Florida",26.8797819,-80.0533743,78.17,0,1,1,1,1,1,0,0,0,5762999936,US85590A4013,Consumer Services,Travel & Leisure,US,0,81077.79688,,,,,5964.5,4.75,2450.199951,47752.19922
HP UN Equity,Helmerich & Payne Inc,"New York, New York",43.1561681,-75.8449946,56.17,0,1,0,0,0,1,0,0,0,2596703072,US4234521015,Oil & Gas,"Oil Equipment, Services & Distribution",US,0,,,,,,,,,
HPE UN Equity,Hewlett Packard Enterprise Co,"Voorhees, New Jersey",40.4812157,-74.4832088,17.74,1,1,0,1,1,1,1,0,0,52107001856,US42824C1099,Technology,Software & Computer Services,US,0,7524,,,,69.66999817,3852,,1456.900024,
HPQ UN Equity,HP Inc,"Beverly, Massachusetts",42.5584284,-70.8800491,11.99,1,1,0,1,1,1,1,0,0,88761999360,US40434L1052,Technology,Technology Hardware & Equipment,US,0,7431,1335,55.61600113,,69.66999817,3852,,1456.900024,6.224999905
HRB UN Equity,H&R Block Inc,"Denver, Colorado",39.7391536,-104.9847034,24.76,0,0,0,0,0,1,0,0,0,3042046120,US0936711052,Consumer Services,General Retailers,US,0,,,,,,,1701.170044,,194.6990051
HRL UN Equity,Hormel Foods Corp,"North Kansas City, Missouri",39.22024035,-94.5013295,42.19,0,1,0,0,1,1,0,0,0,9161462016,US4404521001,Consumer Goods,Food Producers,US,0,22125,7244,29,27,147,3033,,599,
HRS UN Equity,Harris Corp,"New York, New York",43.1561681,-75.8449946,76.33,0,1,0,0,0,1,0,0,0,6375500032,US4138751056,Technology,Technology Hardware & Equipment,US,0,,,,,,,,,
HSIC UW Equity,Henry Schein Inc,"Dallas, Texas",39.6428362,-84.2866083,168.6,0,1,0,0,1,1,0,0,0,10629718784,US8064071025,Health Care,Health Care Equipment & Services,US,0,,,,,,,,,
HST UN Equity,Host Hotels & Resorts Inc,"Charlotte, North Carolina",35.2270869,-80.8431268,15.29,0,1,0,1,1,1,0,0,0,5386999936,US44107P1049,Financials,Real Estate Investment Trusts,US,0,13968.10059,,,,,1637.911987,,425.2130127,
HSY UN Equity,Hershey Co/The,"Monroe, Louisiana",32.5093109,-92.1193012,91.04,0,1,0,0,1,1,0,0,0,7386625920,US4278661081,Consumer Goods,Food Producers,US,0,14917.48145,1632.25,,,42.18899918,,,227.7680054,
HUM UN Equity,Humana Inc,"Eden Prairie, MN",44.8450875,-93.42369397,172.58,0,0,0,0,1,1,0,0,0,54289000448,US4448591028,Health Care,Health Care Equipment & Services,US,0,,,2.512000084,5.68900013,8.288999557,82.32219696,,130.9830017,
IBM UN Equity,International Business Machines Corp,"Atlanta, Georgia",33.7490987,-84.3901849,148.25,1,1,0,0,1,1,1,0,0,81742000128,US4592001014,Technology,Software & Computer Services,US,0,10152,,12.72490025,83.80770111,110.7289963,6173.399902,,1882.01001,
ICE UN Equity,Intercontinental Exchange Inc,"Highlands Ranch, Colorado",39.2908608,-76.6108073,234.51,0,1,0,0,0,1,0,0,0,3338000000,US45866F1049,Financials,Financial Services,US,0,,,,,,,,,
IFF UN Equity,International Flavors & Fragrances Inc,"San Ramon, California",37.7799273,-121.9780153,116.64,0,1,0,1,1,1,1,0,0,3023188992,US4595061015,Basic Materials,Chemicals,US,0,5584.149902,,,,,786.4370117,,133.6080017,
ILMN UW Equity,Illumina Inc,"San Francisco, California",41.6786754,-83.5127283,168.21,0,0,0,0,0,1,0,0,0,2219761984,US4523271090,Health Care,Pharmaceuticals & Biotechnology,US,0,,,,,,,,,6.381999969
INTC UW Equity,Intel Corp,"St. Louis, Missouri",38.6272733,-90.1978889,31.55,1,1,0,1,1,1,1,0,0,55354999808,US4581401001,Technology,Technology Hardware & Equipment,US,0,46388.55469,24273.16797,40.90000153,131.1999969,176.5,5820,7.888999939,2339,30675
INTU UW Equity,Intuit Inc,"Schaffhausen, Switzerland",47.6960491,8.634513,103.17,0,1,1,1,1,1,0,0,0,4525999872,US4612021034,Technology,Software & Computer Services,US,0,113.5680008,,,0.2764,0.641200006,99,,33.26900101,
IP UN Equity,International Paper Co,"Boston, Massachusetts",42.3604823,-71.0595678,39.6,0,1,0,1,1,1,1,0,0,22364999680,US4601461035,Basic Materials,Forestry & Paper,US,0,884982,841958.4375,1183.569946,1583.52002,2767,140553,,6061.359863,
IPG UN Equity,Interpublic Group of Cos Inc/The,"Houston, Texas",29.7589382,-95.3676974,22.76,0,1,0,1,1,1,0,0,0,7613799936,US4606901001,Consumer Services,Media,US,0,,,,,,,54.9090004,,2352.25
IR UN Equity,Ingersoll-Rand PLC,"Oklahoma City, Oklahoma",35.4729886,-97.5170536,59.6,1,1,0,1,1,1,0,0,0,13300699904,IE00B6330302,Industrials,Industrial Engineering,IE,0,4011.383057,605.6660156,7.153999805,23.25200081,31.36000061,926.3720093,4.580999851,243.2519989,56000
IRM UN Equity,Iron Mountain Inc,"Little Canada, Minnesota",41.68174355,-72.78814643,32.28,0,1,0,1,1,1,0,0,0,3007976064,US46284V1017,Financials,Real Estate Investment Trusts,US,0,,,,,,525.3660278,25.32500076,162.1029968,8793
ISRG UW Equity,Intuitive Surgical Inc,"San Antonio, Texas",32.9862442,-96.75109557,614.78,0,1,0,0,0,1,0,0,0,2384399904,US46120E6023,Health Care,Health Care Equipment & Services,US,0,,,,,,,,,0.924000025
ITW UN Equity,Illinois Tool Works Inc,"San Francisco, California",37.76262625,-122.458515,102.56,0,1,0,0,1,1,0,0,0,13404999936,US4523081093,Industrials,Industrial Engineering,US,0,,,,50.06299973,82.60299683,1384.189941,,710,
IVZ UN Equity,Invesco Ltd,"San Francisco, California",37.76262625,-122.458515,29.6,0,1,0,0,0,1,0,0,0,5122899968,BMG491BT1088,Financials,Financial Services,BM,0,,,,,,,182.3130035,,642.0009766
JBHT UW Equity,JB Hunt Transport Services Inc,"Cambridge, Massachusetts",36.0726355,-79.7919754,82.71,0,1,0,0,0,1,0,0,0,6187645952,US4456581077,Industrials,Industrial Transportation,US,0,,,,,,,16120,,84.70200348
JCI UN Equity,Johnson Controls Inc,"Denver, Colorado",39.7391536,-104.9847034,37.83,1,1,0,1,1,1,0,0,0,36483999744,US4783661071,Consumer Goods,Automobiles & Parts,US,0,,824.5900269,,,506.7669983,5525.379883,,1538.22998,13.74699974
JEC UN Equity,Jacobs Engineering Group Inc,"Seattle, Washington",47.6038321,-122.3300624,40.99,0,1,0,1,1,1,0,0,0,11775761152,US4698141078,Industrials,Construction & Materials,US,0,,,,,,,,,
JNJ UN Equity,Johnson & Johnson,"Allentown, Pennsylvania",40.6022059,-75.4712794,109.27,1,1,0,1,1,1,1,0,0,70073999360,US4781601046,Health Care,Pharmaceuticals & Biotechnology,US,0,10980,7840,24.63299942,18.90999985,173.1000061,3501.439941,12.7215004,,15880
JNPR UN Equity,Juniper Networks Inc,"Atlanta, Georgia",33.7490987,-84.3901849,24.94,0,1,0,1,1,1,0,0,0,4857800128,US48203R1041,Technology,Technology Hardware & Equipment,US,0,,,,,,238.7055054,,75.63800049,
JPM UN Equity,JPMorgan Chase & Co,"San Jose, California",37.3361905,-121.8905833,57.32,1,1,0,1,1,1,0,0,0,1.01E+11,US46625H1005,Financials,Banks,US,0,6046,,,31.49500084,32.36899948,2452.02002,,1073.550049,12.94299984
JWN UN Equity,Nordstrom Inc,"Bellevue, Washington",47.6144219,-122.1923372,52.45,0,1,1,1,1,1,0,0,0,14437999872,US6556641008,Consumer Services,General Retailers,US,0,,,,,,,12,,16786
K UN Equity,Kellogg Co,"Ewing, New Jersey",40.2701461,-74.7781509,77.11,1,1,0,1,1,1,0,0,0,13524999936,US4878361082,Consumer Goods,Food Producers,US,0,12900,,19.32999992,,,3827.780029,,,11.90799999
KEY UN Equity,KeyCorp,"Houston, Texas",29.7589382,-95.3676974,10.66,0,1,0,0,1,1,0,0,0,4502000064,US4932671088,Financials,Banks,US,0,534.3519897,,1.710999966,5.091899872,6.081999779,202.5549927,,62.69400024,
KHC UW Equity,Kraft Heinz Co/The,"Minneapolis, Minnesota",41.1175966,-73.4078968,77.5,,1,0,0,,1,,0,0,27203999744,US5007541064,Consumer Goods,Food Producers,US,0,,,,,,,4363,,118
KIM UN Equity,Kimco Realty Corp,"Fairfield, Ohio",39.7886111,-82.6418883,28.09,1,1,0,0,1,1,0,0,0,1166769024,US49446R1095,Financials,Real Estate Investment Trusts,US,0,6046.490234,,251.7330017,60.31200027,312.0450134,140.3150024,,62.79999924,
KLAC UW Equity,KLA-Tencor Corp,"New York, New York",43.1561681,-75.8449946,72.11,0,1,1,1,1,1,0,0,0,2847680000,US4824801009,Technology,Technology Hardware & Equipment,US,0,,,,,,,,,
KMB UN Equity,Kimberly-Clark Corp,"Denver, Colorado",39.7391536,-104.9847034,136.65,1,1,0,1,1,1,1,0,0,18590999552,US4943681035,Consumer Goods,Personal Goods,US,0,94575.89844,,202.8600006,236.9819946,1260.47998,16816.80078,,2712.679932,
KMI UN Equity,Kinder Morgan Inc/DE,"New York, New York",43.1561681,-75.8449946,17.53,0,1,0,1,0,1,1,0,0,14403000064,US49456B1017,Oil & Gas,"Oil Equipment, Services & Distribution",US,0,,,,,,,,,17.05400085
KMX UN Equity,CarMax Inc,"Springdale, Arkansas",39.5538771,-104.9694264,49.48,0,1,0,0,0,1,0,0,0,15149675008,US1431301027,Consumer Services,General Retailers,US,0,,,,,,,,,
KO UN Equity,Coca-Cola Co/The,"Boca Raton, Florida",26.3743445,-80.1027235,46.36,1,1,0,1,1,1,1,0,0,44294000640,US1912161007,Consumer Goods,Beverages,US,0,65835.79688,,,308.4129944,341.6260071,4638.609863,,,
KORS UN Equity,Michael Kors Holdings Ltd,"Milwaukee, Wisconsin",37.76262625,-122.458515,53.74,0,1,0,0,0,1,0,0,0,4594419136,VGG607541015,Consumer Goods,Personal Goods,VG,0,,,,,,,9710.5,,100.7649994
KR UN Equity,Kroger Co/The,"New York, New York",43.1561681,-75.8449946,38.17,0,1,1,1,1,1,0,0,0,1.10E+11,US5010441013,Consumer Services,Food & Drug Retailers,US,0,,,,,,7000,,4807.119629,
KSS UN Equity,Kohl's Corp,"Mason, Ohio",39.3600586,-84.309939,43.99,0,1,1,1,1,1,0,0,0,19203999744,US5002551043,Consumer Services,General Retailers,US,0,3331.310059,,,136.6909943,163.1159973,1430,,767.7180176,43.18099976
KSU UN Equity,Kansas City Southern,"Arlington, Virginia",38.87318445,-77.07093294,85.27,0,1,0,0,1,1,0,0,0,2418800064,US4851703029,Industrials,Industrial Transportation,US,0,,,,,,,2900,,148.6999969
L UN Equity,Loews Corp,"Princeton, New Jersey",40.3492744,-74.6592958,37.52,0,1,0,0,0,1,0,0,0,13415000064,US5404241086,Financials,Nonlife Insurance,US,0,,,,,,,3.960999966,,60000
LB UN Equity,L Brands Inc,"Oakland, California",37.79866305,-122.2631715,84.15,1,1,1,1,1,1,1,0,0,12154039040,US5017971046,Consumer Services,General Retailers,US,0,,,,,,,,353.3770142,
LEG UN Equity,Leggett & Platt Inc,"Providence, Rhode Island",41.8239891,-71.4128343,48.32,0,0,0,0,1,1,0,0,0,3917200000,US5246601075,Consumer Goods,Household Goods & Home Construction,US,0,,,,,,,,360.7969971,
LEN UN Equity,Lennar Corp,"Chicago, Illinois",41.86898915,-87.64856246,47.64,1,1,0,0,0,1,0,0,0,9823532800,US5260571048,Consumer Goods,Household Goods & Home Construction,US,0,,,,,,,,,2.924999952
LH UN Equity,Laboratory Corp of America Holdings,"Redwood Shores, California",37.5318804,-122.2480219,118.46,0,1,0,1,0,1,0,0,0,8680099968,US50540R4092,Health Care,Health Care Equipment & Services,US,0,,,,,,,,,9.430000305
LLL UN Equity,L-3 Communications Holdings Inc,"Baltimore, Maryland",44.9772995,-93.2654692,119.03,0,1,0,1,0,1,0,0,0,11193999872,US5024241045,Industrials,Aerospace & Defense,US,0,,,,,,,,,
LLTC UW Equity,Linear Technology Corp,"Tarrytown, New York",41.0762077,-73.8587461,43.99,0,1,0,0,0,1,0,0,0,1440548992,US5356781063,Technology,Technology Hardware & Equipment,US,0,,,,,,,,,
LLY UN Equity,Eli Lilly & Co,"Fort Lauderdale, Florida",26.1223084,-80.1433786,74.59,1,1,0,1,1,1,1,0,0,19958700032,US5324571083,Health Care,Pharmaceuticals & Biotechnology,US,0,13400,,17.5,176.1999969,242,3175.199951,33836.60156,1100,81
LM UN Equity,Legg Mason Inc,"Norfolk, Virginia",36.8418147,-76.1917815,31.33,1,1,0,0,1,1,0,0,0,2743638976,US5249011058,Financials,Financial Services,US,0,,,,,,,33.4620018,4.410999775,5358.75
LMT UN Equity,Lockheed Martin Corp,"Kansas City, Missouri",39.0844687,-94.5630298,226.48,1,1,0,1,1,1,1,0,0,46131999744,US5398301094,Industrials,Aerospace & Defense,US,0,4334.490234,,13462.7998,,23.98399925,2543.300049,,866.684021,
LNC UN Equity,Lincoln National Corp,"Chicago, Illinois",41.86898915,-87.64856246,37.37,0,1,0,0,1,1,0,0,0,13572999936,US5341871094,Financials,Life Insurance,US,0,0.0559,,3.232000113,1.230999947,5.880000114,93.06900024,,15.56200027,
LOW UN Equity,Lowe's Cos Inc,"Jackson, Michigan",42.2465036,-84.4016963,75.35,0,1,1,0,1,1,1,0,0,59073000448,US5486611073,Consumer Services,General Retailers,US,0,,,300.4339905,395.4670105,,,,2960,
LRCX UW Equity,Lam Research Corp,"Greensboro, North Carolina",43.1561681,-75.8449946,81.22,0,0,0,0,1,1,0,0,0,5900279936,US5128071082,Technology,Technology Hardware & Equipment,US,0,,,,,,,,,
LUK UN Equity,Leucadia National Corp,"West Falls Church, Virginia",38.8656969,-77.201138,15.53,0,1,0,0,0,1,0,0,0,10807640064,US5272881047,Consumer Goods,Food Producers,US,0,,,,,,,,,
LUV UN Equity,Southwest Airlines Co,"Chesapeake, Virginia",36.8190369,-76.2749399,43.65,1,1,1,1,1,1,0,0,0,19820000256,US8447411088,Consumer Services,Travel & Leisure,US,0,314.20401,,0.514999986,0.532400012,,69914.29688,,51.22800064,
LVLT UN Equity,Level 3 Communications Inc,"Philadelphia, Pennsylvania",36.0726355,-79.7919754,51.25,0,1,0,0,0,1,0,0,0,8228999808,US52729N3089,Telecommunications,Fixed Line Telecommunications,US,0,,,,,,,,,38.05500031
LYB UN Equity,LyondellBasell Industries NV,"North Chicago, Illinois",41.86898915,-87.64856246,84.39,0,1,0,1,1,1,0,0,0,32735000064,NL0009434992,Basic Materials,Chemicals,NL,0,147000,,,,1700,92500,184,,520
M UN Equity,Macy's Inc,"Tysons Corner, Virginia",38.918592,-77.2314723,40.62,0,1,0,0,1,1,0,0,0,27079000064,US55616P1049,Consumer Services,General Retailers,US,0,,,,83.83000183,,,,,16.82900047
MA UN Equity,MasterCard Inc,"New Hyde Park, New York",40.7351019,-73.6879082,93.51,0,1,0,1,1,1,0,0,0,9667000064,US57636Q1040,Financials,Financial Services,US,0,,,,,,,60.07970047,,2204.278076
MAC UN Equity,Macerich Co/The,"Dublin, Ireland",53.3497645,-6.2602732,78.97,0,1,1,0,1,1,0,0,0,1288149024,US5543821012,Financials,Real Estate Investment Trusts,US,0,,,,12.25199986,35.48400116,691.5576172,,99.70200348,
MAR UW Equity,Marriott International Inc/MD,"Springfield, Massachusetts",42.1070383,-72.6203675,65.53,0,1,0,1,1,1,1,0,0,14485999616,US5719032022,Consumer Services,Travel & Leisure,US,0,64350,,,,,9310,,3101.736084,31.32979965
MAS UN Equity,Masco Corp,"Santa Clara, California",37.3541132,-121.9551744,31.4,0,0,0,0,0,1,0,0,0,7501000064,US5745991068,Industrials,Construction & Materials,US,0,1453.664429,,,126.8779984,175.4830017,1174.518921,,297.3640137,3.601000071
MAT UW Equity,Mattel Inc,"Atlanta, Georgia",33.7490987,-84.3901849,32.44,0,1,1,0,1,1,0,0,0,5702568960,US5770811025,Consumer Goods,Leisure Goods,US,0,,,,,,,8376,212.3390045,105.1330032
MCD UN Equity,McDonald's Corp,"Radnor, Pennsylvania",40.02897395,-75.36801418,128.14,1,1,1,1,1,1,1,0,0,25413000192,US5801351017,Consumer Services,Travel & Leisure,US,0,,,,,,2983,,1775,
MCHP UW Equity,Microchip Technology Inc,"Milpitas, California",37.4282724,-121.9066238,47.88,1,0,0,1,0,1,0,0,0,2158893952,US5950171042,Technology,Technology Hardware & Equipment,US,0,,,,0.932799995,,371.4769897,,143.7579956,5.370999813
MCK UN Equity,McKesson Corp,"Akron, Ohio",41.0830643,-81.5184854,161.25,0,1,0,0,1,1,0,0,0,1.89E+11,US58155Q1031,Consumer Services,Food & Drug Retailers,US,0,,,,4.238900185,,,,,
MCO UN Equity,Moody's Corp,"Santa Clara, California",37.3541132,-121.9551744,92.86,0,1,0,1,0,1,0,0,0,3484499968,US6153691059,Financials,Financial Services,US,0,,,,,,,,,
MDLZ UW Equity,Mondelez International Inc,"Deerfield, Illinois",42.1711365,-87.8445119,41.52,1,1,0,1,1,1,1,0,0,29635999744,US6092071058,Consumer Goods,Food Producers,US,0,,,,,,,,1241.839966,
MDT UN Equity,Medtronic PLC,"Atlanta, Georgia",33.7490987,-84.3901849,76.14,1,1,1,1,1,1,0,0,0,28569999872,IE00BTN1Y115,Health Care,Health Care Equipment & Services,IE,0,1200,,,7.599999905,14.89999962,524,,,15.64400005
MET UN Equity,MetLife Inc,"Orrville, Ohio",40.8436664,-81.7640212,41.92,1,1,0,0,1,1,0,0,0,69950998528,US59156R1086,Financials,Life Insurance,US,0,284.1499939,,1.129400015,1.734899998,2.864200115,205.1009979,,14.41399956,
MHK UN Equity,McGraw Hill Financial Inc,"Springfield, Missouri",37.2153307,-93.2982521,96.73,1,1,0,1,1,1,0,0,0,5312999936,US5806451093,Financials,Financial Services,US,0,13684.81445,,17.7446003,613.742981,2725.22998,8598.667969,,47.13000107,
MJN UN Equity,Mohawk Industries Inc,"Mooresville, North Carolina",35.570746,-80.8182992,191.78,0,1,1,1,1,1,0,0,0,8071563008,US6081901042,Consumer Goods,Household Goods & Home Construction,US,12859.99966,,,152.2290039,,,,533,1143.504028,285.8999939
MKC UN Equity,Mead Johnson Nutrition Co,"Baltimore, Maryland",39.2908608,-76.6108073,84.14,0,1,0,1,0,1,0,0,0,4071300032,US5828391061,Consumer Goods,Food Producers,US,0,1342.239014,,,19.96699905,33.00600052,270.9440002,,,
MLM UN Equity,McCormick & Co Inc/MD,"Chicago, Illinois",41.86898915,-87.64856246,99.42,1,1,0,1,1,1,0,0,0,4316100032,US5797802064,Consumer Goods,Food Producers,US,0,,,13.03899956,,,,77.06400299,74.92700195,1799.209961
MMC UN Equity,Martin Marietta Materials Inc,"Birmingham, Alabama",36.302283,-94.28158895,161.96,0,1,1,0,1,1,0,0,0,3539614976,US5732841060,Industrials,Construction & Materials,US,0,,,,,,,,,
MMM UN Equity,Marsh & McLennan Cos Inc,"New York, New York",43.1561681,-75.8449946,60.17,0,1,0,0,1,1,0,0,0,12892999936,US5717481023,Financials,Nonlife Insurance,US,0,40806.5,,,227.9640045,439.0010071,8532.959961,,,
MNK UN Equity,3M Co,"New York, New York",43.1561681,-75.8449946,167.16,1,1,0,1,1,1,1,0,0,30273999872,US88579Y1010,Industrials,General Industrials,US,0,,,114.9639969,,,,8.18500042,2240,26900
MNST UW Equity,Mallinckrodt PLC,"Louisville, Kentucky",41.2381017,-85.8530544,64.26,,,0,,,,,0,0,3672200064,IE00BBGT3753,Health Care,Pharmaceuticals & Biotechnology,IE,0,,,,,,,,,
MO UN Equity,Monster Beverage Corp,"Chicago, Illinois",33.7490987,-84.3901849,131.96,0,1,0,0,0,1,0,0,0,2722563968,US61174X1090,Consumer Goods,Beverages,US,0,11250.75684,,,33.69609833,46.34939957,1384.150024,18.87400055,,12000
MON UN Equity,Altria Group Inc,"New York, New York",43.1561681,-75.8449946,63.41,0,1,0,1,1,1,1,0,0,18853999616,US02209S1033,Consumer Goods,Tobacco,US,11250.7998,1063980,,12.56239986,118,164,7611.109863,,236.6909943,
MOS UN Equity,Monsanto Co,"Milwaukee, Wisconsin",43.07797955,-87.88181522,86.1,1,1,1,1,1,1,1,0,0,13684999680,US61166W1018,Consumer Goods,Food Producers,US,723532,1177280,19400,25.10000038,15.00570011,246480,27395.90039,147.3280029,1240,881.7160034
MPC UN Equity,Mosaic Co/The,"Cincinnati, Ohio",39.1014537,-84.5124602,24.75,1,1,0,1,1,1,1,0,0,8895300096,US61945C1036,Basic Materials,Chemicals,US,0,,,40.13240051,261,548,106428,,1819.72998,
MRK UN Equity,Marathon Petroleum Corp,"Indianapolis, Indiana",39.7683331,-86.1583502,37.46,0,1,0,0,1,1,0,0,0,64359001088,US56585A1025,Oil & Gas,Oil & Gas Producers,US,0,46941.19922,,,22.61800003,87,6312.779785,,6100,
MRO UN Equity,Merck & Co Inc,"Cambridge, Massachusetts",42.3750997,-71.1056157,55.42,1,1,1,1,1,1,0,0,0,39498000384,US58933Y1055,Health Care,Pharmaceuticals & Biotechnology,US,27256.19922,,,,,,16522.80078,,,0.558000028
